PropertyName,DefinedInCollection,Depth,ColumnName,SubCollectionName,DataType,EffectiveDataType,PropertyValue,DoNotUse
UmDescription,SLItemLocs,0,description,,,String,,0
UnitCost,SLItemLocs,0,unit_cost,,,Decimal,,0
UpdatedBy,ERS_RentalItemLocs,1,UpdatedBy,,String,String,,0
VovacctAccessUnit1,SLItemLocs,0,access_unit1,,,String,,0
VovacctAccessUnit2,SLItemLocs,0,access_unit2,,,String,,0
VovacctAccessUnit3,SLItemLocs,0,access_unit3,,,String,,0
VovacctAccessUnit4,SLItemLocs,0,access_unit4,,,String,,0
VovacctDescription,SLItemLocs,0,description,,,String,,0
VovhdAcct,SLItemLocs,0,vovhd_acct,,,String,,0
VovhdAcctUnit1,SLItemLocs,0,vovhd_acct_unit1,,,String,,0
VovhdAcctUnit2,SLItemLocs,0,vovhd_acct_unit2,,,String,,0
VovhdAcctUnit3,SLItemLocs,0,vovhd_acct_unit3,,,String,,0
VovhdAcctUnit4,SLItemLocs,0,vovhd_acct_unit4,,,String,,0
VovhdCost,SLItemLocs,0,vovhd_cost,,,Decimal,,0
VovhdInProcAcct,SLItemLocs,0,vovhd_in_proc_acct,,,String,,0
VovhdInProcAcctDescription,SLItemLocs,0,description,,,String,,0
VovhdInProcAcctUnit1,SLItemLocs,0,vovhd_in_proc_acct_unit1,,,String,,0
VovhdInProcAcctUnit2,SLItemLocs,0,vovhd_in_proc_acct_unit2,,,String,,0
VovhdInProcAcctUnit3,SLItemLocs,0,vovhd_in_proc_acct_unit3,,,String,,0
VovhdInProcAcctUnit4,SLItemLocs,0,vovhd_in_proc_acct_unit4,,,String,,0
VovhdipchtAccessUnit1,SLItemLocs,0,access_unit1,,,String,,0
VovhdipchtAccessUnit2,SLItemLocs,0,access_unit2,,,String,,0
VovhdipchtAccessUnit3,SLItemLocs,0,access_unit3,,,String,,0
VovhdipchtAccessUnit4,SLItemLocs,0,access_unit4,,,String,,0
Wc,SLItemLocs,0,wc,,,String,,0
WhsControlledByExternalWms,SLItemLocs,0,controlled_by_external_wms,,,Byte,,0
WhsCurUCost,SLItemLocs,0,cur_u_cost,,,Decimal,,0
Whse,SLItemLocs,0,whse,,,String,,0
whse_1,ERS_RentalItemLocs,1,whse,,String,String,,0
WhsName,SLItemLocs,0,name,,,String,,0
WhsUnitCost,SLItemLocs,0,unit_cost,,,Decimal,,0
WhsWhse,SLItemLocs,0,whse,,,String,,0
